0.000010 0.755737
0.012132 0.245483
0.282250 0.868530
0.850681 0.833984
0.547522 0.897217
0.765969 0.272705
0.730861 0.182739
0.460967 0.534668
0.208291 0.452271
0.345714 0.447632
0.674989 0.053345
0.986911 0.534790
0.879693 0.462646
0.979709 0.329712
0.318271 0.028931
0.671221 0.459351
0.086312 0.049561
0.474583 0.213135
0.595613 0.118652
0.216423 0.086670
0.497946 0.367798
0.833973 0.266602
0.089016 0.663818
0.980204 0.431396
0.244057 0.673096
0.884196 0.220093
0.885076 0.710083
0.367510 0.364380
0.895750 0.975952
0.740959 0.965942
0.192033 0.115112
0.337721 0.785645
0.543447 0.787842
0.621454 0.974609
0.750179 0.851807
0.638714 0.412354
0.094350 0.054321
0.016361 0.617798
0.858539 0.519165
0.356448 0.134399
0.443310 0.425293
0.213924 0.154297
0.951301 0.116821
0.800775 0.930908
0.760651 0.136841
0.980413 0.632812
0.862035 0.795532
0.759141 0.628418
0.326496 0.421997
0.426243 0.874023
0.404012 0.301025
0.109668 0.590210
0.297681 0.173950
0.467097 0.787476
0.452618 0.943481
0.394554 0.205688
0.622884 0.485596
0.722024 0.280640
0.204893 0.857178
0.903016 0.868896
0.683451 0.865112
0.479556 0.543457
0.487776 0.199463
0.257282 0.956299
0.211901 0.295288
0.234271 0.102539
0.202450 0.716797
0.201754 0.935059
0.143858 0.489624
0.516380 0.623047
0.912194 0.965332
0.409751 0.063232
0.356276 0.375366
0.829490 0.909912
0.061070 0.351929
0.892886 0.917480
0.348198 0.995239
0.842152 0.605591
0.077059 0.481445
0.038047 0.927734
0.144290 0.866943
0.699711 0.699097
0.404358 0.430420
0.558672 0.590088
0.517670 0.163574
0.518876 0.905396
0.479735 0.967896
0.411548 0.281128
0.594340 0.898682
0.398230 0.397217
0.473879 0.767456
0.617169 0.241699
0.493573 0.546875
0.992820 0.489990
0.163211 0.654175
0.924676 0.611572
0.567200 0.989868
0.711491 0.149048
0.125305 0.670532
0.866329 0.002197
0.360922 0.186768
0.687928 0.877075
0.325414 0.560425
0.067060 0.641846
0.934661 0.563477
0.077963 0.901245
0.342760 0.615112
0.117807 0.290894
0.916424 0.728882
0.339232 0.962402
0.804199 0.814087
0.014767 0.205811
0.840411 0.495972
0.376852 0.162720
0.850895 0.832764
0.455490 0.793457
0.865988 0.452026
0.894300 0.426880
0.846051 0.289185
0.937361 0.583618
0.384250 0.613525
0.008400 0.156006
0.784273 0.262085
0.131604 0.279907
0.272982 0.794922
0.144224 0.576538
0.259020 0.011719
0.298505 0.996094
0.496733 0.678223
0.768972 0.655884
0.632005 0.756836
0.437322 0.338867
