0.000010 0.245483
0.012132 0.868530
0.282250 0.833984
0.850681 0.897217
0.547522 0.272705
0.765969 0.182739
0.730861 0.534668
0.460967 0.452271
0.208291 0.447632
0.345714 0.053345
0.674989 0.534790
0.986911 0.462646
0.879693 0.329712
0.979709 0.028931
0.318271 0.459351
0.671221 0.049561
0.086312 0.213135
0.474583 0.118652
0.595613 0.086670
0.216423 0.367798
0.497946 0.266602
0.833973 0.663818
0.089016 0.431396
0.980204 0.673096
0.244057 0.220093
0.884196 0.710083
0.885076 0.364380
0.367510 0.975952
0.895750 0.965942
0.740959 0.115112
0.192033 0.785645
0.337721 0.787842
0.543447 0.974609
0.621454 0.851807
0.750179 0.412354
0.638714 0.054321
0.094350 0.617798
0.016361 0.519165
0.858539 0.134399
0.356448 0.425293
0.443310 0.154297
0.213924 0.116821
0.951301 0.930908
0.800775 0.136841
0.760651 0.632812
0.980413 0.795532
0.862035 0.628418
0.759141 0.421997
0.326496 0.874023
0.426243 0.301025
0.404012 0.590210
0.109668 0.173950
0.297681 0.787476
0.467097 0.943481
0.452618 0.205688
0.394554 0.485596
0.622884 0.280640
0.722024 0.857178
0.204893 0.868896
0.903016 0.865112
0.683451 0.543457
0.479556 0.199463
0.487776 0.956299
0.257282 0.295288
0.211901 0.102539
0.234271 0.716797
0.202450 0.935059
0.201754 0.489624
0.143858 0.623047
0.516380 0.965332
0.912194 0.063232
0.409751 0.375366
0.356276 0.909912
0.829490 0.351929
0.061070 0.917480
0.892886 0.995239
0.348198 0.605591
0.842152 0.481445
0.077059 0.927734
0.038047 0.866943
0.144290 0.699097
0.699711 0.430420
0.404358 0.590088
0.558672 0.163574
0.517670 0.905396
0.518876 0.967896
0.479735 0.281128
0.411548 0.898682
0.594340 0.397217
0.398230 0.767456
0.473879 0.241699
0.617169 0.546875
0.493573 0.489990
0.992820 0.654175
0.163211 0.611572
0.924676 0.989868
0.567200 0.149048
0.711491 0.670532
0.125305 0.002197
0.866329 0.186768
0.360922 0.877075
0.687928 0.560425
0.325414 0.641846
0.067060 0.563477
0.934661 0.901245
0.077963 0.615112
0.342760 0.290894
0.117807 0.728882
0.916424 0.962402
0.339232 0.814087
0.804199 0.205811
0.014767 0.495972
0.840411 0.162720
0.376852 0.832764
0.850895 0.793457
0.455490 0.452026
0.865988 0.426880
0.894300 0.289185
0.846051 0.583618
0.937361 0.613525
0.384250 0.156006
0.008400 0.262085
0.784273 0.279907
0.131604 0.794922
0.272982 0.576538
0.144224 0.011719
0.259020 0.996094
0.298505 0.678223
0.496733 0.655884
0.768972 0.756836
0.632005 0.338867
0.437322 0.807129
0.823202 0.614258
0.013678 0.218262
0.814890 0.554443
0.506808 0.133423
0.075837 0.342285
0.477741 0.097778
0.849398 0.312134
0.724269 0.534546
0.919058 0.441895
0.363318 0.565552
0.093098 0.077759
0.988577 0.610229
0.233968 0.875732
0.629844 0.446289
0.747761 0.939087
0.545059 0.832031
0.288570 0.731201
0.889415 0.159668
0.906963 0.573364
0.866399 0.741821
0.165035 0.062500
0.653052 0.313110
0.305392 0.617554
0.146755 0.498413
0.162759 0.370239
0.391517 0.474121
0.293833 0.305176
0.487309 0.942993
0.106364 0.164185
0.200089 0.957275
0.758240 0.378296
0.924947 0.159058
0.258283 0.521484
0.598064 0.331543
0.255633 0.184570
0.078308 0.690308
0.566305 0.683228
0.560819 0.081421
0.463785 0.921509
0.937532 0.337769
0.099973 0.713745
0.048714 0.675659
0.905948 0.437988
0.849725 0.233521
0.971987 0.851562
0.213971 0.391602
0.393973 0.290161
0.382202 0.666626
0.986844 0.670044
0.355534 0.960571
0.482286 0.658447
0.572408 0.974731
0.434635 0.862183
0.544344 0.294434
0.266232 0.029907
0.451874 0.542358
0.117362 0.106079
0.812246 0.017822
0.957214 0.515015
0.994020 0.781494
0.363447 0.435059
0.597865 0.984375
0.915922 0.682007
0.055431 0.977539
0.897205 0.100952
0.607736 0.581909
0.418269 0.468262
0.340109 0.807007
0.673323 0.603882
0.675441 0.336182
0.177158 0.578857
0.110802 0.208862
0.372379 0.755371
0.094706 0.214355
0.790195 0.222412
0.400454 0.907227
0.460155 0.123657
0.598082 0.512085
0.739139 0.532471
0.231677 0.265503
0.615961 0.570435
0.036290 0.492798
0.293565 0.892822
0.742314 0.899048
0.713186 0.428345
0.732289 0.413696
0.183186 0.168457
0.903592 0.320557
0.552516 0.250610
0.798793 0.304443
0.672395 0.880737
0.022561 0.871704
0.642910 0.103882
0.536240 0.830933
0.622193 0.637817
0.997408 0.221069
0.670290 0.793091
0.449514 0.420898
0.372695 0.780640
0.205790 0.362427
0.442822 0.809937
0.410581 0.852905
0.931705 0.505737
0.154070 0.992798
0.574309 0.398071
0.502494 0.840088
0.241703 0.416138
0.896768 0.375977
0.781999 0.961792
0.523958 0.762207
0.064455 0.795410
0.990925 0.618042
0.012860 0.539917
0.200935 0.898438
0.163168 0.376465
0.305704 0.003418
0.204397 0.290527
0.377015 0.697754
0.990281 0.316284
0.054368 0.887329
0.171412 0.432129
0.567633 0.735352
0.097855 0.512451
0.331396 0.563599
0.271607 0.911621
0.340829 0.497192
0.265929 0.266479
0.170385 0.653442
0.197687 0.549316
0.258807 0.697510
0.746315 0.295532
0.756348 0.123291
0.666245 0.480957
0.329197 0.886230
0.786987 0.338745
0.642047 0.796753
0.292665 0.732178
0.523710 0.242676
0.131768 0.629883
0.727555 0.546509
0.202046 0.458862
0.496327 0.008057
0.037120 0.684814
0.065130 0.216309
0.858583 0.388428
0.750791 0.020386
0.869086 0.732910
0.056553 0.304932
0.682381 0.922241
0.450201 0.400024
0.069768 0.006226
0.453526 0.529175
0.881888 0.985229
0.413106 0.754639
0.942067 0.152100
0.847937 0.929932
0.340788 0.053833
0.432247 0.576294
0.261487 0.990845
0.744204 0.232056
0.810044 0.727051
0.458732 0.806763
0.801217 0.583130
0.958355 0.572021
0.329592 0.627686
0.093988 0.359741
0.046564 0.581665
0.841295 0.447510
0.013712 0.042969
0.573603 0.652710
0.935023 0.487061
0.577082 0.405151
0.461036 0.442017
0.551426 0.575928
0.863609 0.959717
0.308326 0.585815
0.611451 0.800293
0.925598 0.033203
0.592624 0.822510
0.046297 0.921753
0.020817 0.358521
0.316445 0.477905
0.089696 0.626831
0.526725 0.287109
0.826907 0.407227
0.189103 0.618408
0.364479 0.571045
0.330360 0.544678
0.320323 0.303223
0.624481 0.776978
0.904309 0.051147
0.093770 0.348022
0.111077 0.585449
0.083942 0.769165
0.200795 0.386963
0.306200 0.895752
0.545124 0.148193
0.628519 0.597900
0.551269 0.827637
0.126234 0.357666
0.373987 0.405273
0.183263 0.452393
0.712889 0.458008
0.054474 0.935303
0.761887 0.510376
0.474660 0.387207
0.491640 0.916504
0.878275 0.912231
0.508110 0.549072
0.025042 0.676758
0.237141 0.531372
0.244147 0.172119
0.612169 0.631836
0.434541 0.712524
0.186909 0.571899
0.399652 0.617310
0.612689 0.477661
0.359020 0.606079
0.319240 0.522949
0.475172 0.456055
0.619024 0.769287
0.295068 0.397339
0.583857 0.777832
0.522218 0.123779
0.942425 0.522461
0.016958 0.414551
0.421979 0.241089
0.024206 0.494995
0.424082 0.079712
0.883379 0.776245
0.788798 0.988770
0.663358 0.055664
0.254979 0.731934
0.876005 0.221924
0.653935 0.865723
0.852846 0.595337
0.939341 0.609741
0.853623 0.834229
0.982511 0.917969
0.649401 0.036865
0.916431 0.133911
0.178272 0.383789
0.637219 0.625977
0.081697 0.214478
0.223249 0.232788
0.827586 0.789307
0.851437 0.099243
0.297683 0.436646
0.588248 0.119385
0.311700 0.148926
0.497710 0.660156
0.105102 0.120117
0.799351 0.211182
0.100162 0.952515
0.293640 0.973511
0.808554 0.758423
0.161681 0.473755
0.067800 0.274048
0.365573 0.296875
0.131339 0.237427
0.453852 0.183716
0.844360 0.617676
0.111576 0.508789
0.530132 0.252319
0.705659 0.449707
0.489387 0.229736
0.585563 0.529907
0.207629 0.047607
0.612797 0.047119
0.069303 0.005615
0.737242 0.477295
0.614901 0.574951
0.374046 0.876709
0.813717 0.529297
0.087804 0.995605
0.610219 0.636719
0.378146 0.127686
0.323235 0.854492
0.016911 0.640625
0.569163 0.459717
0.361527 0.080688
0.273457 0.859253
0.032285 0.045410
0.662266 0.860229
0.137994 0.128418
0.124817 0.916748
0.649628 0.932983
0.270385 0.313232
0.499062 0.627930
0.724215 0.380493
0.497295 0.345825
0.094907 0.398682
0.824436 0.891968
0.814837 0.826416
0.670650 0.253906
0.582042 0.584595
0.511830 0.696533
0.081677 0.212524
0.220083 0.066772
0.383106 0.676270
0.433539 0.489868
0.175332 0.643799
0.491406 0.729492
0.649017 0.014404
0.948017 0.224487
0.552784 0.083740
0.000064 0.118774
0.661075 0.097046
0.261615 0.249878
0.518910 0.242188
0.451057 0.588379
0.983015 0.018311
0.370180 0.556519
0.339355 0.309814
0.301958 0.337402
0.431876 0.682617
0.272023 0.029541
0.626634 0.511230
0.439231 0.459839
0.560698 0.091064
0.587589 0.741333
0.669338 0.020996
0.222093 0.784790
0.681563 0.715210
0.071264 0.800171
0.230050 0.022827
0.180083 0.940430
0.896953 0.946167
0.189697 0.433960
0.815200 0.890991
0.658365 0.743408
0.375777 0.197388
0.456874 0.779907
0.187395 0.300171
0.102546 0.517578
0.597505 0.999390
0.837353 0.958374
0.766180 0.471680
0.128707 0.097656
0.379483 0.301758
0.979057 0.652466
0.071858 0.466309
0.556189 0.640991
0.947429 0.490845
0.732553 0.726807
0.680046 0.786011
0.616933 0.818970
0.275919 0.620850
0.836534 0.778564
0.694401 0.186035
0.373356 0.814819
0.688409 0.268066
0.900417 0.788330
0.063846 0.016235
0.714123 0.380127
0.186290 0.314697
0.513172 0.752441
0.735455 0.965210
0.187238 0.052856
0.115704 0.493286
0.597988 0.934326
0.546486 0.427368
0.787715 0.330688
0.993591 0.111938
0.689614 0.515869
0.508006 0.854126
0.901731 0.609497
0.007081 0.813477
0.500497 0.153931
0.510350 0.085693
0.479986 0.284790
0.622095 0.210083
0.424883 0.859131
0.330192 0.035034
0.274297 0.978149
0.528695 0.152832
0.028655 0.992188
0.203119 0.346191
0.125406 0.429810
0.173178 0.538208
0.497018 0.753174
0.825426 0.027588
0.863396 0.345215
0.386940 0.346802
0.371093 0.481689
0.920677 0.948486
0.655209 0.631104
0.505451 0.650269
0.620692 0.279541
0.629666 0.763794
0.308804 0.930298
0.887915 0.084961
0.268424 0.222534
0.664959 0.917603
0.122670 0.005737
0.460890 0.487671
0.034019 0.457031
0.142148 0.852295
0.919260 0.453857
0.279394 0.582520
0.851371 0.520142
0.204378 0.217407
0.176300 0.481812
0.025371 0.958862
0.030526 0.513184
0.454496 0.625854
0.601753 0.204102
0.711844 0.350708
0.501385 0.813721
0.024555 0.174683
0.155762 0.849731
0.878983 0.235962
0.197011 0.059204
